alpha,learning_rate,max_depth,min_split_loss,n_estimators,mean_test_score,mean_train_score
1,0.5,5,5,30,-0.441650714603168,-0.23938578933725654
1,0.5,5,5,50,-0.4416507137043403,-0.23938578886999523
1,0.5,5,5,70,-0.4416507128055157,-0.2393857884032226
1,0.5,5,5,100,-0.441650711457285,-0.23938578770971725
1,0.5,5,10,10,-0.4520095640903393,-0.2654373488103519
1,0.5,5,10,30,-0.452512931718646,-0.26489650105642004
1,0.5,5,10,50,-0.45251293155474653,-0.26489650058763364
1,0.5,5,10,70,-0.45251293139084775,-0.26489650011884913
1,0.5,5,10,100,-0.45251293114500113,-0.26489649941943716
1,0.5,7,0,10,-0.4581518353439559,-0.16086263899854408
1,0.5,7,0,30,-0.45562575048079,-0.08926259160548067
1,0.5,7,0,50,-0.4552121371454022,-0.06115080877728942
1,0.5,7,0,70,-0.4604700925311155,-0.04447047428035935
1,0.5,7,0,100,-0.4639421320324333,-0.029069780457874173
1,0.5,7,1,10,-0.4643202207556617,-0.16686155863901844
1,0.5,7,1,30,-0.46723176671629485,-0.15522907347525222
1,0.5,7,1,50,-0.4672317663867025,-0.15522907308114983
1,0.5,7,1,70,-0.46723176605711164,-0.15522907268705038
1,0.5,7,1,100,-0.46723176556272844,-0.15522907209590658
1,0.5,7,5,10,-0.45692085942586375,-0.21638265819440802
1,0.5,7,5,30,-0.45692521436665884,-0.21638265412400984
1,0.5,7,5,50,-0.45692521430139726,-0.2163826539539632
1,0.5,7,5,70,-0.4569252142361366,-0.21638265378391713
1,0.5,7,5,100,-0.4569252141382469,-0.21638265352884894
1,0.5,7,10,10,-0.46656655491955645,-0.24558505103917141
1,0.5,7,10,30,-0.4665666717646941,-0.24558505245355308
1,0.5,7,10,50,-0.4665666717646941,-0.24558505243882398
1,0.5,7,10,70,-0.4665666717646941,-0.24558505242409492
1,0.5,7,10,100,-0.4665666717646941,-0.24558505240200143
1,0.5,10,0,10,-0.48919302084158944,-0.07256080795820948
1,0.5,10,0,30,-0.4915965903635732,-0.025118598377355604
1,0.5,10,0,50,-0.49729916139913455,-0.01236694913556861
1,0.5,10,0,70,-0.49802499347926127,-0.007148209749727743
1,0.5,10,0,100,-0.499263172123282,-0.004102197000523604
1,0.5,10,1,10,-0.46298666294744395,-0.122196812062586
1,0.5,10,1,30,-0.4632247356394702,-0.12159489912877222
1,0.5,10,1,50,-0.4632247356394702,-0.12159489898835504
1,0.5,10,1,70,-0.4632247356394702,-0.12159489884793843
1,0.5,10,1,100,-0.4632247356394702,-0.12159489863731462
1,0.5,10,5,10,-0.4478964110278355,-0.19644316519197047
1,0.5,10,5,30,-0.4478932593582668,-0.19644316729188893
1,0.5,10,5,50,-0.4478932593582668,-0.1964431672643804
1,0.5,10,5,70,-0.4478932593582668,-0.19644316723687197
1,0.5,10,5,100,-0.4478932593582668,-0.19644316719560953
1,0.5,10,10,10,-0.4629483878276025,-0.23074873024888248
1,0.5,10,10,30,-0.46294839843658464,-0.2307487314589795
1,0.5,10,10,50,-0.46294839843658464,-0.2307487314589795
1,0.5,10,10,70,-0.46294839843658464,-0.2307487314589795
1,0.5,10,10,100,-0.46294839843658464,-0.2307487314589795
1,0.5,30,0,10,-0.5030256782192359,-0.016099246683094
1,0.5,30,0,30,-0.5035234928807395,-0.003962530383829362
1,0.5,30,0,50,-0.5035917411961298,-0.002524316949172288
1,0.5,30,0,70,-0.5036345391180566,-0.0019776426590070086
1,0.5,30,0,100,-0.5037075770819737,-0.001590818862194263
1,0.5,30,1,10,-0.47214170901885694,-0.10618315388052672
1,0.5,30,1,30,-0.4721346665405006,-0.10618311912676404
1,0.5,30,1,50,-0.4721346665405006,-0.10618311909947849
1,0.5,30,1,70,-0.4721346665405006,-0.10618311907219306
1,0.5,30,1,100,-0.4721346665405006,-0.10618311903126527
1,0.5,30,5,10,-0.4649461262489945,-0.19056207466959546
1,0.5,30,5,30,-0.4649443207405817,-0.19056207623640867
1,0.5,30,5,50,-0.4649443207405817,-0.19056207623640867
1,0.5,30,5,70,-0.4649443207405817,-0.19056207623640867
1,0.5,30,5,100,-0.4649443207405817,-0.19056207623640867
1,0.5,30,10,10,-0.46380769191316995,-0.2276666127859061
1,0.5,30,10,30,-0.4638086843026352,-0.22766661489381584
1,0.5,30,10,50,-0.4638086843026352,-0.22766661489381584
1,0.5,30,10,70,-0.4638086843026352,-0.22766661489381584
1,0.5,30,10,100,-0.4638086843026352,-0.22766661489381584
1,0.5,50,0,10,-0.501548092256835,-0.01610589996844425
1,0.5,50,0,30,-0.5018714790636924,-0.003972703072877613
1,0.5,50,0,50,-0.5020972463195458,-0.0024983355485771793
1,0.5,50,0,70,-0.5023281769192642,-0.0019524879540311298
1,0.5,50,0,100,-0.5018291983543313,-0.0015693906768917975
1,0.5,50,1,10,-0.47214170901885694,-0.10618315388052672
1,0.5,50,1,30,-0.4721346665405006,-0.10618311912676404
1,0.5,50,1,50,-0.4721346665405006,-0.10618311909947849
1,0.5,50,1,70,-0.4721346665405006,-0.10618311907219306
1,0.5,50,1,100,-0.4721346665405006,-0.10618311903126527
1,0.5,50,5,10,-0.4649461262489945,-0.19056207466959546
1,0.5,50,5,30,-0.4649443207405817,-0.19056207623640867
1,0.5,50,5,50,-0.4649443207405817,-0.19056207623640867
1,0.5,50,5,70,-0.4649443207405817,-0.19056207623640867
1,0.5,50,5,100,-0.4649443207405817,-0.19056207623640867
1,0.5,50,10,10,-0.46380769191316995,-0.2276666127859061
1,0.5,50,10,30,-0.4638086843026352,-0.22766661489381584
1,0.5,50,10,50,-0.4638086843026352,-0.22766661489381584
1,0.5,50,10,70,-0.4638086843026352,-0.22766661489381584
1,0.5,50,10,100,-0.4638086843026352,-0.22766661489381584
5,0.01,3,0,10,-1.241793600358367,-1.1975681564619325
5,0.01,3,0,30,-1.043550835685514,-0.9983535379822136
5,0.01,3,0,50,-0.9049601599866681,-0.8574724832831138
5,0.01,3,0,70,-0.8071108020154665,-0.755227438596409
5,0.01,3,0,100,-0.7103026073234109,-0.6462446951929677
5,0.01,3,1,10,-1.241793600358367,-1.1975681564619325
5,0.01,3,1,30,-1.043550835685514,-0.9983535379822136
5,0.01,3,1,50,-0.9049601599866681,-0.8574724832831138
5,0.01,3,1,70,-0.8071108020154665,-0.755227438596409
5,0.01,3,1,100,-0.7103026073234109,-0.6462446951929677
5,0.01,3,5,10,-1.241793600358367,-1.1975681564619325
5,0.01,3,5,30,-1.043550835685514,-0.9983535379822136
5,0.01,3,5,50,-0.9049601599866681,-0.8574724832831138
5,0.01,3,5,70,-0.8071108020154665,-0.755227438596409
5,0.01,3,5,100,-0.7103026073234109,-0.6462446951929677
5,0.01,3,10,10,-1.241793600358367,-1.1975681564619325
5,0.01,3,10,30,-1.043550835685514,-0.9983535379822136
5,0.01,3,10,50,-0.9049601599866681,-0.8574724832831138
5,0.01,3,10,70,-0.8071108020154665,-0.755227438596409
5,0.01,3,10,100,-0.7103026073234109,-0.6462446951929677
5,0.01,5,0,10,-1.226254051948835,-1.172966693760428
5,0.01,5,0,30,-1.0096885153854631,-0.9373536740533938
5,0.01,5,0,50,-0.8602645018818027,-0.7699033989520958
5,0.01,5,0,70,-0.7535361102331846,-0.6497086739264274
5,0.01,5,0,100,-0.6491199563592875,-0.5276492228808687
5,0.01,5,1,10,-1.2262047778657754,-1.1729726796957918
5,0.01,5,1,30,-1.0096956914498412,-0.9373722753101038
5,0.01,5,1,50,-0.8602445417062252,-0.7699509613565986
5,0.01,5,1,70,-0.7535652277860071,-0.6497945813958486
5,0.01,5,1,100,-0.6495621074174999,-0.5277232254168294
5,0.01,5,5,10,-1.2260929499646867,-1.1730390691287331
5,0.01,5,5,30,-1.0093160233973624,-0.937576046413864
5,0.01,5,5,50,-0.8603080165059172,-0.7702745634427705
5,0.01,5,5,70,-0.7538025862612041,-0.6503726000936979
5,0.01,5,5,100,-0.6500702728582457,-0.5286197517980918
5,0.01,5,10,10,-1.2260042273949225,-1.1731774284145047
5,0.01,5,10,30,-1.009507766791614,-0.93807651022236
5,0.01,5,10,50,-0.8596478086009274,-0.771177406130431
5,0.01,5,10,70,-0.7539905319222298,-0.6518085275044079
5,0.01,5,10,100,-0.6497993183236005,-0.530692774533046
5,0.01,7,0,10,-1.2167833752999875,-1.1563084445808491
5,0.01,7,0,30,-0.9866553360473731,-0.8964309041433701
5,0.01,7,0,50,-0.8298226566112662,-0.7144458856708249
5,0.01,7,0,70,-0.7214055539882436,-0.5847975649761541
5,0.01,7,0,100,-0.6148702228015048,-0.45400642617988546
5,0.01,7,1,10,-1.2164386663314868,-1.1563908748599443
5,0.01,7,1,30,-0.985426278222492,-0.8966847698201785
5,0.01,7,1,50,-0.8276187159585613,-0.7147168293170019
5,0.01,7,1,70,-0.7197961648029743,-0.5855484445179298
5,0.01,7,1,100,-0.612418349056916,-0.45518074451870705
5,0.01,7,5,10,-1.2164935325757082,-1.1572633156108683
5,0.01,7,5,30,-0.9838122354705685,-0.8994501051586614
5,0.01,7,5,50,-0.8265200641333601,-0.7197404785851103
5,0.01,7,5,70,-0.7182125158652675,-0.5919084818669598
5,0.01,7,5,100,-0.6115705546326253,-0.46384056001134716
5,0.01,7,10,10,-1.216089979728996,-1.1585996420361522
5,0.01,7,10,30,-0.9842653752283036,-0.9039165758321459
5,0.01,7,10,50,-0.8282766087733565,-0.7269584531899109
5,0.01,7,10,70,-0.7197956010263098,-0.6010950470243934
5,0.01,7,10,100,-0.6143854313659711,-0.4756671943147596
5,0.01,10,0,10,-1.2132374092507607,-1.1433494912039608
5,0.01,10,0,30,-0.9815034618451912,-0.8636846924798354
5,0.01,10,0,50,-0.8223743599212312,-0.669536580303032
5,0.01,10,0,70,-0.7127796406710629,-0.5319841309507789
5,0.01,10,0,100,-0.6060448573493067,-0.39487940478936745
5,0.01,10,1,10,-1.2128504018286599,-1.1443362057224842
5,0.01,10,1,30,-0.977234108813982,-0.8669097009555697
5,0.01,10,1,50,-0.8158124214723532,-0.6746660864635945
5,0.01,10,1,70,-0.7062102006386382,-0.5385297899433087
5,0.01,10,1,100,-0.6000625110834341,-0.4043520109411311
5,0.01,10,5,10,-1.212613273624253,-1.148440730171949
5,0.01,10,5,30,-0.9738764036381061,-0.8785505804261163
5,0.01,10,5,50,-0.813556191591369,-0.6929647382462175
5,0.01,10,5,70,-0.7027243419973956,-0.5632091099916324
5,0.01,10,5,100,-0.5959540585097635,-0.4339232895931057
5,0.01,10,10,10,-1.2132514919872102,-1.152396502854349
5,0.01,10,10,30,-0.9765447914774141,-0.8899739673365961
5,0.01,10,10,50,-0.816826915230447,-0.7098207410401073
5,0.01,10,10,70,-0.7074848940256334,-0.5824978795645213
5,0.01,10,10,100,-0.6023782936202375,-0.4565194786841237
5,0.01,30,0,10,-1.2138954705256413,-1.138893068955513
5,0.01,30,0,30,-0.9829003087238863,-0.8530823600122039
5,0.01,30,0,50,-0.8242696074075859,-0.6543963068387637
5,0.01,30,0,70,-0.7157917581264619,-0.5138563533506983
5,0.01,30,0,100,-0.6108233627241375,-0.37314708863331364
5,0.01,30,1,10,-1.2123336276906787,-1.1416815177175113
5,0.01,30,1,30,-0.9762090710948039,-0.8609390256916873
5,0.01,30,1,50,-0.8150262971222182,-0.6668477333008785
5,0.01,30,1,70,-0.7052478814099834,-0.5298849094510716
5,0.01,30,1,100,-0.5995896358056206,-0.39473789050490626
5,0.01,30,5,10,-1.2125275312686274,-1.1477761628864638
5,0.01,30,5,30,-0.9734145034091135,-0.8772732737432859
5,0.01,30,5,50,-0.8133402498818567,-0.6916507970190183
5,0.01,30,5,70,-0.7019544131267088,-0.5616325561805665
5,0.01,30,5,100,-0.5956088481590689,-0.43224413157754843
5,0.01,30,10,10,-1.21328194991685,-1.152246802413877
5,0.01,30,10,30,-0.9761829272274805,-0.8898658023085432
5,0.01,30,10,50,-0.817323578971487,-0.7093848286094044
5,0.01,30,10,70,-0.7080270251293884,-0.582093369999353
5,0.01,30,10,100,-0.602762842831039,-0.45605615461026117
5,0.01,50,0,10,-1.2138954705256413,-1.138893068955513
5,0.01,50,0,30,-0.9829003087238863,-0.8530823600122039
5,0.01,50,0,50,-0.8242696078676491,-0.6543959438930764
5,0.01,50,0,70,-0.7157917073603361,-0.5138568723878044
5,0.01,50,0,100,-0.6102453847898038,-0.3731240447987167
5,0.01,50,1,10,-1.2123336276906787,-1.1416815177175113
5,0.01,50,1,30,-0.9762090710948039,-0.8609390256916873
5,0.01,50,1,50,-0.8150262971222182,-0.6668477333008785
5,0.01,50,1,70,-0.7052478814099834,-0.5298849094510716
5,0.01,50,1,100,-0.5995896358056206,-0.39473789050490626
5,0.01,50,5,10,-1.2125275312686274,-1.1477761628864638
5,0.01,50,5,30,-0.9734145034091135,-0.8772732737432859
5,0.01,50,5,50,-0.8133402498818567,-0.6916507970190183
5,0.01,50,5,70,-0.7019544131267088,-0.5616325561805665
5,0.01,50,5,100,-0.5956088481590689,-0.43224413157754843
5,0.01,50,10,10,-1.21328194991685,-1.152246802413877
5,0.01,50,10,30,-0.9761829272274805,-0.8898658023085432
5,0.01,50,10,50,-0.817323578971487,-0.7093848286094044
5,0.01,50,10,70,-0.7080270251293884,-0.582093369999353
5,0.01,50,10,100,-0.602762842831039,-0.45605615461026117
5,0.1,3,0,10,-0.6982852173682488,-0.6331927954336504
5,0.1,3,0,30,-0.49798569672378223,-0.36988301522803735
5,0.1,3,0,50,-0.452978315667287,-0.3069439423372107
5,0.1,3,0,70,-0.42764076552084324,-0.27915188565880006
5,0.1,3,0,100,-0.4120417669205542,-0.2559312588446844
5,0.1,3,1,10,-0.6982852173682488,-0.6331927954336504
5,0.1,3,1,30,-0.4979580953091268,-0.369892777722052
5,0.1,3,1,50,-0.4533723034453391,-0.3068652359262057
5,0.1,3,1,70,-0.42648164893600526,-0.28017653484791677
5,0.1,3,1,100,-0.40873970788692604,-0.2574509147863507
5,0.1,3,5,10,-0.6982852173682488,-0.6331927954336504
5,0.1,3,5,30,-0.49797151335555245,-0.3699947969415823
5,0.1,3,5,50,-0.4546599035754957,-0.30732024919414624
5,0.1,3,5,70,-0.4256809509765237,-0.28059354036431294
5,0.1,3,5,100,-0.41949741792190676,-0.2725480973001015
5,0.1,3,10,10,-0.6982852173682488,-0.6331927954336504
5,0.1,3,10,30,-0.5008918148631396,-0.37028546020404896
5,0.1,3,10,50,-0.45953354897902354,-0.3090643251341415
5,0.1,3,10,70,-0.43784584504697444,-0.28924174751306553
5,0.1,3,10,100,-0.43784584504697444,-0.28924174751306553
5,0.1,5,0,10,-0.6393899350227429,-0.5161210236910337
5,0.1,5,0,30,-0.45396049683030215,-0.27630493831925546
5,0.1,5,0,50,-0.4123043900043313,-0.22582909847859134
5,0.1,5,0,70,-0.39593062865836526,-0.20520102335401286
5,0.1,5,0,100,-0.3898781459701699,-0.18498355183653073
5,0.1,5,1,10,-0.63946115942345,-0.516142905437317
5,0.1,5,1,30,-0.45388251047599126,-0.275559973855872
5,0.1,5,1,50,-0.4047120478887095,-0.22646960203228259
5,0.1,5,1,70,-0.3939087203716896,-0.20630120145156358
5,0.1,5,1,100,-0.3887242947195445,-0.19584360052473698
5,0.1,5,5,10,-0.644134541334821,-0.5168919202952365
5,0.1,5,5,30,-0.46085066742631575,-0.27909048614453547
5,0.1,5,5,50,-0.42237719989778844,-0.2388504460446092
5,0.1,5,5,70,-0.4195643334979663,-0.23774723811537313
5,0.1,5,5,100,-0.4195643334979663,-0.23774723811537313
5,0.1,5,10,10,-0.6405044855179253,-0.5186341655803962
5,0.1,5,10,30,-0.4555765502716273,-0.2859469635526694
5,0.1,5,10,50,-0.4284597354207188,-0.25569067821237723
5,0.1,5,10,70,-0.4284597354207188,-0.25569067821237723
5,0.1,5,10,100,-0.4284597354207188,-0.25569067821237723
5,0.1,7,0,10,-0.6030381089043365,-0.44123632964236065
5,0.1,7,0,30,-0.44031856395259095,-0.21399316530464957
5,0.1,7,0,50,-0.41787801378149664,-0.170004667761952
5,0.1,7,0,70,-0.41081638083058597,-0.14870212063849772
5,0.1,7,0,100,-0.4121317962195696,-0.12914483881411082
5,0.1,7,1,10,-0.6026967855358202,-0.44330481622408263
5,0.1,7,1,30,-0.43840092456790697,-0.21747457617984373
5,0.1,7,1,50,-0.4141182214511985,-0.1798026843032609
5,0.1,7,1,70,-0.41152589721365807,-0.1728436845017035
5,0.1,7,1,100,-0.4115256345904544,-0.1728436875719767
5,0.1,7,5,10,-0.6012958761316392,-0.4513966831730699
5,0.1,7,5,30,-0.44230650491666135,-0.23592516024486984
5,0.1,7,5,50,-0.4246369661448347,-0.2144669998343435
5,0.1,7,5,70,-0.42463290032829704,-0.21446699721797224
5,0.1,7,5,100,-0.424632410241325,-0.21446701092219475
5,0.1,7,10,10,-0.6077820034195833,-0.4646512072732284
5,0.1,7,10,30,-0.43791194029590785,-0.2534214036968266
5,0.1,7,10,50,-0.4209204218352906,-0.2382858216353184
5,0.1,7,10,70,-0.4209203977617001,-0.23828583279846743
5,0.1,7,10,100,-0.42092040542180253,-0.23828584737779962
5,0.1,10,0,10,-0.5892176500242958,-0.38165491411089186
5,0.1,10,0,30,-0.438661445321035,-0.15082551668217778
5,0.1,10,0,50,-0.4218107084922142,-0.11358165617754098
5,0.1,10,0,70,-0.4186025075579642,-0.09609851591760221
5,0.1,10,0,100,-0.4186413775434815,-0.07916332500317438
5,0.1,10,1,10,-0.5884672368886228,-0.39133525410548187
5,0.1,10,1,30,-0.4319490074858553,-0.17397045262889504
5,0.1,10,1,50,-0.41556490795938855,-0.1478383197283641
5,0.1,10,1,70,-0.41520342332465593,-0.14732545079521633
5,0.1,10,1,100,-0.4152053008905484,-0.14732544300566242
5,0.1,10,5,10,-0.5849648230474974,-0.41907373727407693
5,0.1,10,5,30,-0.42956728175505454,-0.21533599960905656
5,0.1,10,5,50,-0.4178605495763218,-0.20042181948210064
5,0.1,10,5,70,-0.41784363872843616,-0.20042179520617182
5,0.1,10,5,100,-0.4178414471103049,-0.20042182160679634
5,0.1,10,10,10,-0.5931240797624348,-0.44386560951332765
5,0.1,10,10,30,-0.429718977045772,-0.2397170186920225
5,0.1,10,10,50,-0.4189953847607562,-0.22830488706936128
5,0.1,10,10,70,-0.41899333116285115,-0.22830488322179635
5,0.1,10,10,100,-0.4189931296721909,-0.22830490898533048
5,0.1,30,0,10,-0.595816817749211,-0.3587435999663267
5,0.1,30,0,30,-0.4540155223863712,-0.1193983196680847
5,0.1,30,0,50,-0.43725267795376405,-0.08023605344985782
5,0.1,30,0,70,-0.43201023883248346,-0.06355841368836321
5,0.1,30,0,100,-0.43161436397270964,-0.05103099165423054
5,0.1,30,1,10,-0.588475737945102,-0.38106380258409184
5,0.1,30,1,30,-0.43463632430139676,-0.16398099415117215
5,0.1,30,1,50,-0.41964487767995606,-0.1397140634171325
5,0.1,30,1,70,-0.4195416600795646,-0.13907968331268677
5,0.1,30,1,100,-0.4195329406416148,-0.1390796558843531
5,0.1,30,5,10,-0.5870591794909263,-0.41830843066401446
5,0.1,30,5,30,-0.43108059146054833,-0.2132636105208488
5,0.1,30,5,50,-0.42111534896735375,-0.19922147807139126
5,0.1,30,5,70,-0.4211046364479552,-0.1992214667299701
5,0.1,30,5,100,-0.42110325318010267,-0.19922147650309968
5,0.1,30,10,10,-0.5912003307625051,-0.4425511021352266
5,0.1,30,10,30,-0.431931478389526,-0.2402848005636608
5,0.1,30,10,50,-0.4199205064547127,-0.22799398230067974
5,0.1,30,10,70,-0.41991936664566437,-0.22799398143970584
5,0.1,30,10,100,-0.41991929649175586,-0.2279940080337811
5,0.1,50,0,10,-0.595816817749211,-0.3587435999663267
5,0.1,50,0,30,-0.4540199523586413,-0.11939338837225084
5,0.1,50,0,50,-0.4371655283148736,-0.08021572657273426
5,0.1,50,0,70,-0.43231135068662285,-0.06362028398771355
5,0.1,50,0,100,-0.4323031834867316,-0.05107708056383377
5,0.1,50,1,10,-0.588475737945102,-0.38106380258409184
5,0.1,50,1,30,-0.43463632430139676,-0.16398099415117215
5,0.1,50,1,50,-0.41964487767995606,-0.1397140634171325
5,0.1,50,1,70,-0.4195416600795646,-0.13907968331268677
5,0.1,50,1,100,-0.4195329406416148,-0.1390796558843531
5,0.1,50,5,10,-0.5870591794909263,-0.41830843066401446
5,0.1,50,5,30,-0.43108059146054833,-0.2132636105208488
5,0.1,50,5,50,-0.42111534896735375,-0.19922147807139126
5,0.1,50,5,70,-0.4211046364479552,-0.1992214667299701
5,0.1,50,5,100,-0.42110325318010267,-0.19922147650309968
5,0.1,50,10,10,-0.5912003307625051,-0.4425511021352266
5,0.1,50,10,30,-0.431931478389526,-0.2402848005636608
5,0.1,50,10,50,-0.4199205064547127,-0.22799398230067974
5,0.1,50,10,70,-0.41991936664566437,-0.22799398143970584
5,0.1,50,10,100,-0.41991929649175586,-0.2279940080337811
5,0.2,3,0,10,-0.5716950397879919,-0.4482367176605101
5,0.2,3,0,30,-0.4479573654575808,-0.2903093584623165
5,0.2,3,0,50,-0.423394153424676,-0.25658114794001097
5,0.2,3,0,70,-0.4111811598629592,-0.23866057278700725
5,0.2,3,0,100,-0.39791298819805465,-0.22137006413663007
5,0.2,3,1,10,-0.5716950397879919,-0.44823938440859334
5,0.2,3,1,30,-0.44797422366450074,-0.29035512980591005
5,0.2,3,1,50,-0.4177112507569415,-0.2582307236688744
5,0.2,3,1,70,-0.4081532195746549,-0.23941152140019004
5,0.2,3,1,100,-0.3991188672104153,-0.22660397565602217
5,0.2,3,5,10,-0.5718012619006483,-0.44825334545955364
5,0.2,3,5,30,-0.45569339015094756,-0.29091655047296505
5,0.2,3,5,50,-0.43200451337326395,-0.26877240894285104
5,0.2,3,5,70,-0.43200451337326395,-0.26877240894285104
5,0.2,3,5,100,-0.43200451337326395,-0.26877240894285104
5,0.2,3,10,10,-0.5718012619006483,-0.448283479350333
5,0.2,3,10,30,-0.4548528097988173,-0.2923379498461156
5,0.2,3,10,50,-0.44977736111388084,-0.28785219743032114
5,0.2,3,10,70,-0.44977736111388084,-0.28785219743032114
5,0.2,3,10,100,-0.44977736111388084,-0.28785219743032114
5,0.2,5,0,10,-0.49622942984817586,-0.33469485569655677
5,0.2,5,0,30,-0.4024398475942042,-0.2148481236621545
5,0.2,5,0,50,-0.39574014412311087,-0.18639126230869038
5,0.2,5,0,70,-0.39632328072406603,-0.16831862096141992
5,0.2,5,0,100,-0.39445362387994365,-0.1511982039158231
5,0.2,5,1,10,-0.4972897575570315,-0.33498124144523805
5,0.2,5,1,30,-0.40563429641976817,-0.2174300213884474
5,0.2,5,1,50,-0.39584152928220007,-0.1960007377555799
5,0.2,5,1,70,-0.39584152928220007,-0.1960007377555799
5,0.2,5,1,100,-0.39584152928220007,-0.1960007377555799
5,0.2,5,5,10,-0.49731441919803754,-0.3364668617874834
5,0.2,5,5,30,-0.4145523181102496,-0.23797234266429915
5,0.2,5,5,50,-0.41455225960898223,-0.2379723475973651
5,0.2,5,5,70,-0.41455226279838764,-0.23797234867378986
5,0.2,5,5,100,-0.4145522627543737,-0.23797234867378986
5,0.2,5,10,10,-0.49985101532177456,-0.34037922758091643
5,0.2,5,10,30,-0.4331987755645568,-0.25678785055052644
5,0.2,5,10,50,-0.4331987755645568,-0.25678785055052644
5,0.2,5,10,70,-0.4331987755645568,-0.25678785055052644
5,0.2,5,10,100,-0.4331987755645568,-0.25678785055052644
5,0.2,7,0,10,-0.4762071052379778,-0.2662651187513651
5,0.2,7,0,30,-0.42060353436749864,-0.1599273637613897
5,0.2,7,0,50,-0.4152319831068403,-0.1302360134913788
5,0.2,7,0,70,-0.4169920771419943,-0.11312154534456724
5,0.2,7,0,100,-0.41931125735681984,-0.09677298650460552
5,0.2,7,1,10,-0.462916589975617,-0.2686482581115319
5,0.2,7,1,30,-0.4004686365086053,-0.17264952986805043
5,0.2,7,1,50,-0.39953106291374735,-0.17227436735144452
5,0.2,7,1,70,-0.3995307943452292,-0.17227436960672834
5,0.2,7,1,100,-0.39953079287875015,-0.17227436982729877
5,0.2,7,5,10,-0.47139816858043615,-0.2842881943071741
5,0.2,7,5,30,-0.423083847238633,-0.21772053231763308
5,0.2,7,5,50,-0.42307966884157067,-0.21772052843138065
5,0.2,7,5,70,-0.42307965018442795,-0.21772053403049102
5,0.2,7,5,100,-0.42307965018442795,-0.21772053401248156
5,0.2,7,10,10,-0.4687588540894934,-0.29753812449260486
5,0.2,7,10,30,-0.4305617560878927,-0.24087128139616215
5,0.2,7,10,50,-0.4305617560878927,-0.24087128139616215
5,0.2,7,10,70,-0.4305617560878927,-0.24087128139616215
5,0.2,7,10,100,-0.4305617560878927,-0.24087128139616215
5,0.2,10,0,10,-0.4671199601463982,-0.19910649882643577
5,0.2,10,0,30,-0.4229728692846068,-0.10452550806607581
5,0.2,10,0,50,-0.4223670455357372,-0.07931143583289466
5,0.2,10,0,70,-0.4221417697295786,-0.06573000374211235
5,0.2,10,0,100,-0.4239782948565597,-0.05419611589678088
5,0.2,10,1,10,-0.46226774480449817,-0.21475430813747187
5,0.2,10,1,30,-0.41732237739685607,-0.14895395669949602
5,0.2,10,1,50,-0.41734554937815,-0.14895391535196045
5,0.2,10,1,70,-0.41734581284610356,-0.14895392533467242
5,0.2,10,1,100,-0.4173458173860151,-0.1489539264451609
5,0.2,10,5,10,-0.4540711235634203,-0.256297846416093
5,0.2,10,5,30,-0.4186685099200827,-0.20201411730447694
5,0.2,10,5,50,-0.41866683391652504,-0.2020141229865485
5,0.2,10,5,70,-0.41866683214931594,-0.20201412819543524
5,0.2,10,5,100,-0.41866683214931594,-0.2020141281897491
5,0.2,10,10,10,-0.4644879309714739,-0.28365448222966505
5,0.2,10,10,30,-0.41803823150904806,-0.22840154962087014
5,0.2,10,10,50,-0.41803823150904806,-0.22840154962087014
5,0.2,10,10,70,-0.41803823150904806,-0.22840154962087014
5,0.2,10,10,100,-0.41803823150904806,-0.22840154962087014
5,0.2,30,0,10,-0.47394593083939407,-0.17007741453031697
5,0.2,30,0,30,-0.4268626350006263,-0.07091055176349101
5,0.2,30,0,50,-0.4271033897834979,-0.05144212417018379
5,0.2,30,0,70,-0.42661920663335706,-0.04277280385862466
5,0.2,30,0,100,-0.42693521845191196,-0.035749083289009435
5,0.2,30,1,10,-0.4612639928146596,-0.20540564543468887
5,0.2,30,1,30,-0.4230718281755969,-0.14223605044885665
5,0.2,30,1,50,-0.4230594633381311,-0.14223602990829942
5,0.2,30,1,70,-0.42305936553669987,-0.1422360423747619
5,0.2,30,1,100,-0.42305936528725185,-0.1422360424595819
5,0.2,30,5,10,-0.4595012181397366,-0.2534255055075348
5,0.2,30,5,30,-0.4256541991873542,-0.2008652297762433
5,0.2,30,5,50,-0.4256489083505344,-0.20086523047908283
5,0.2,30,5,70,-0.42564888628495706,-0.2008652411430175
5,0.2,30,5,100,-0.42564888628495706,-0.20086524113810106
5,0.2,30,10,10,-0.45791807000097834,-0.28277260563603707
5,0.2,30,10,30,-0.4276278229353574,-0.2297075925099003
5,0.2,30,10,50,-0.4276271370823233,-0.22970760267165008
5,0.2,30,10,70,-0.4276271370722801,-0.22970760891276248
5,0.2,30,10,100,-0.4276271370722801,-0.22970760891276248
5,0.2,50,0,10,-0.47394593083939407,-0.17007741453031697
5,0.2,50,0,30,-0.4268645595121551,-0.07091051221058406
5,0.2,50,0,50,-0.4263198176528138,-0.05159980775717589
5,0.2,50,0,70,-0.42593242867822373,-0.042882272072864866
5,0.2,50,0,100,-0.4264822196341661,-0.03582104568700163
5,0.2,50,1,10,-0.4612639928146596,-0.20540564543468887
5,0.2,50,1,30,-0.4230718281755969,-0.14223605044885665
5,0.2,50,1,50,-0.4230594633381311,-0.14223602990829942
5,0.2,50,1,70,-0.42305936553669987,-0.1422360423747619
